Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,12,27,15.037,15.272,14.944,15.239,44745,1.01356834,68.47564307,0.14137300
2018,12,26,14.774,15.174,14.718,15.035,34712,1.01807963,64.36336642,0.10589466
2018,12,24,14.672,14.810,14.651,14.768,22850,1.00984683,57.64916296,0.07984202
2018,12,21,14.775,14.797,14.610,14.624,35067,0.99058457,53.23682956,0.07261349
2018,12,20,14.617,14.845,14.558,14.763,43110,1.01116438,58.72039340,0.07699288
2018,12,19,14.647,14.824,14.552,14.600,37627,0.99726776,53.50556780,0.06730995
2018,12,18,14.657,14.724,14.615,14.640,27048,0.99761499,55.09146963,0.07056832
2018,12,17,14.565,14.705,14.554,14.675,24658,1.00775992,56.45094682,0.06962801
2018,12,14,14.758,14.762,14.495,14.562,29153,0.98698658,52.97180967,0.06385142
2018,12,13,14.781,14.809,14.687,14.754,31915,1.00074612,60.61170551,0.06705510
2018,12,12,14.556,14.764,14.555,14.743,26729,1.01263823,60.30715338,0.05061973
2018,12,11,14.556,14.722,14.515,14.559,38915,1.00220279,54.88948086,0.03002593
2018,12,10,14.629,14.637,14.482,14.527,37498,0.99316333,53.87275111,0.02203855
2018,12,7,14.479,14.649,14.442,14.627,42286,1.01043106,57.64271760,0.01478138
2018,12,6,14.508,14.519,14.346,14.476,35310,0.99806950,53.03442268,-0.00487824
2018,12,5,14.537,14.547,14.424,14.504,12040,0.99834802,54.04688590,-0.01452555
2018,12,4,14.423,14.664,14.391,14.528,21638,1.01015158,54.88077865,-0.02947866
2018,12,3,14.243,14.567,14.210,14.382,22783,1.01460317,50.57292039,-0.05057912
2018,11,30,14.321,14.345,14.056,14.175,19214,0.99056604,43.46673219,-0.06190983
2018,11,29,14.323,14.396,14.271,14.310,21135,0.99895288,47.61214977,-0.05439506
2018,11,28,14.149,14.398,14.123,14.325,20036,1.01272534,48.08529711,-0.05775774
2018,11,27,14.234,14.311,14.099,14.145,20999,0.99200505,41.62082394,-0.06273690
2018,11,26,14.314,14.442,14.231,14.259,13656,0.99873923,44.90956170,-0.04985231
2018,11,23,14.481,14.509,14.196,14.277,15807,0.98516423,45.43594378,-0.04428904
2018,11,22,14.510,14.542,14.453,14.492,9873,0.99965510,52.22522627,-0.03837681
2018,11,21,14.334,14.558,14.283,14.497,18907,1.01228964,52.39429183,-0.05216335
