Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,11,14,1.13619,1.14228,1.13586,1.13753,134434,1.00047494,45.89582081,-0.00017363
2018,11,13,1.13348,1.13871,1.13335,1.13699,139376,1.00274279,44.99322612,0.00005268
2018,11,12,1.13805,1.13984,1.13340,1.13388,120837,0.99512914,39.60501256,0.00039575
2018,11,9,1.14292,1.14375,1.13824,1.13943,116386,0.99654533,47.27950068,0.00114452
2018,11,8,1.14459,1.14694,1.14282,1.14338,125351,0.99814057,54.22343710,0.00151849
2018,11,7,1.14550,1.14689,1.14369,1.14551,147068,1.00030563,58.52762882,0.00157155
2018,11,6,1.14541,1.14696,1.14449,1.14516,95417,0.99945888,58.01916578,0.00139954
2018,11,5,1.14228,1.14626,1.14175,1.14578,93968,1.00307283,59.21331572,0.00119527
2018,11,2,1.14266,1.14541,1.14045,1.14227,123113,0.99949250,54.26487980,0.00085403
2018,11,1,1.14021,1.14482,1.14015,1.14285,114893,1.00241207,55.29423581,0.00076345
2018,10,31,1.14023,1.14136,1.13788,1.14010,104265,1.00005263,51.22038477,0.00057767
2018,10,30,1.13926,1.14181,1.13701,1.14004,100071,1.00068465,51.13016195,0.00061215
2018,10,29,1.13703,1.14084,1.13631,1.13926,102591,1.00218160,50.01411076,0.00065336
2018,10,26,1.13618,1.13851,1.13423,1.13678,128700,0.99992963,46.40018789,0.00077588
2018,10,25,1.13645,1.14155,1.13553,1.13686,119149,1.00021115,46.50089181,0.00117348
2018,10,24,1.14100,1.14179,1.13542,1.13662,119782,0.99614380,46.17547242,0.00165575
2018,10,23,1.14136,1.14291,1.13963,1.14102,117726,0.99930812,51.50930417,0.00227165
2018,10,22,1.14568,1.15003,1.14162,1.14181,98745,0.99575296,52.52076421,0.00257673
2018,10,19,1.13977,1.14912,1.13913,1.14668,116061,1.00555975,59.17189890,0.00284820
2018,10,18,1.14435,1.14658,1.13981,1.14034,119533,0.99648712,51.79181900,0.00265741
2018,10,17,1.14620,1.14822,1.14368,1.14436,107952,0.99818569,57.96040153,0.00302077
2018,10,16,1.14296,1.14779,1.14235,1.14644,95547,1.00321149,61.47843199,0.00303130
2018,10,15,1.14325,1.14634,1.14141,1.14277,100946,0.99724241,57.22459997,0.00278886
2018,10,12,1.14700,1.14919,1.14483,1.14593,109120,0.99917167,62.76624722,0.00281254
2018,10,11,1.14029,1.14883,1.13908,1.14688,163789,1.00580569,64.51020668,0.00248010
2018,10,10,1.13929,1.14432,1.13890,1.14026,108086,1.00049136,56.73096788,0.00192299
2018,10,9,1.13996,1.14149,1.13684,1.13970,106775,0.99951765,55.97291604,0.00185797
2018,10,8,1.14239,1.14399,1.13806,1.14025,82909,0.99789089,56.88175023,0.00180498
2018,10,5,1.14179,1.14492,1.14103,1.14266,106102,1.00073567,60.90551928,0.00165510
2018,10,4,1.13841,1.14347,1.13652,1.14182,116712,1.00260789,59.98948485,0.00119433
2018,10,3,1.13601,1.14208,1.13574,1.13885,116625,1.00243821,56.65500759,0.00067438
2018,10,2,1.13843,1.13946,1.13117,1.13608,99952,0.99753269,53.28317860,0.00030333
2018,10,1,1.13842,1.14276,1.13638,1.13889,89041,0.99976298,57.49634607,0.00010735
2018,9,28,1.13712,1.13979,1.12804,1.13916,102782,1.00149456,57.90485953,-0.00043046
2018,9,27,1.13349,1.14141,1.13109,1.13746,112499,1.00325463,56.08044058,-0.00113812
2018,9,26,1.13502,1.13841,1.13313,1.13377,93712,0.99852920,51.87664841,-0.00185172
2018,9,25,1.13265,1.13816,1.13217,1.13544,82927,1.00187061,54.05080516,-0.00235988
2018,9,24,1.12599,1.13358,1.12517,1.13332,75379,1.00625067,51.66280071,-0.00314419
2018,9,21,1.12880,1.13078,1.12210,1.12628,93700,0.99724630,42.43829786,-0.00388367
2018,9,20,1.12876,1.13206,1.12723,1.12939,93829,1.00038088,46.04262866,-0.00405423
2018,9,19,1.12504,1.13255,1.12472,1.12896,80172,1.00324355,45.44778552,-0.00452960
2018,9,18,1.12402,1.12621,1.12219,1.12531,90456,1.00112985,40.25640652,-0.00502669
2018,9,17,1.12440,1.12597,1.12297,1.12404,62966,0.99993773,38.36122630,-0.00521639
2018,9,14,1.12836,1.13033,1.12399,1.12411,76200,0.99618050,38.42360940,-0.00525334
2018,9,13,1.12818,1.13149,1.12613,1.12842,78128,1.00023933,42.36226698,-0.00523122
2018,9,12,1.12808,1.13106,1.12680,1.12815,76759,0.99993796,42.01652180,-0.00556573
2018,9,11,1.12991,1.13427,1.12628,1.12822,74866,0.99818627,42.07728583,-0.00588424
2018,9,10,1.11843,1.13149,1.11843,1.13027,74716,1.00912459,43.79982859,-0.00621232
2018,9,7,1.12169,1.12445,1.11826,1.12005,99275,0.99833321,30.65892552,-0.00674942
2018,9,6,1.12969,1.13110,1.12186,1.12192,100413,0.99264751,31.92732523,-0.00629621
2018,9,5,1.12813,1.13199,1.12525,1.13023,101810,1.00164840,38.49986359,-0.00581657
2018,9,4,1.12571,1.12897,1.12412,1.12837,93404,1.00227392,35.75092717,-0.00596587
2018,9,3,1.12445,1.12713,1.12393,1.12581,62263,1.00122729,31.85828946,-0.00588028
2018,8,31,1.13064,1.13108,1.12386,1.12443,104916,0.99435803,29.72711329,-0.00542485
2018,8,30,1.13590,1.13677,1.13026,1.13081,94900,0.99537877,34.33743314,-0.00462414
2018,8,29,1.14150,1.14228,1.13433,1.13606,93884,0.99513844,38.95358024,-0.00418448
2018,8,28,1.14368,1.14532,1.14156,1.14161,87265,0.99805043,44.87561925,-0.00409699
2018,8,27,1.14232,1.14496,1.14100,1.14384,72515,1.00098012,47.57411540,-0.00449083
2018,8,24,1.13752,1.14292,1.13666,1.14272,86733,1.00398882,46.06146355,-0.00515524
2018,8,23,1.13993,1.14070,1.13638,1.13818,84316,0.99845606,39.48980629,-0.00581424
2018,8,22,1.13942,1.14095,1.13741,1.13994,86253,1.00055297,41.30118994,-0.00610855
2018,8,21,1.13800,1.14182,1.13584,1.13931,99725,1.00100161,40.39238563,-0.00657454
2018,8,20,1.13818,1.13858,1.13531,1.13817,90431,0.99934148,38.80028656,-0.00700954
2018,8,17,1.13367,1.13935,1.13269,1.13892,117933,1.00469301,39.44389220,-0.00734672
2018,8,16,1.12707,1.13470,1.12628,1.13360,130249,1.00561534,32.01615912,-0.00774660
2018,8,15,1.12745,1.13049,1.12429,1.12727,123376,0.99964529,21.35862227,-0.00760263
2018,8,14,1.13282,1.13543,1.12650,1.12767,122562,0.99544504,21.55691618,-0.00666379
