,Day,Return
1362,12,1.0
1363,11,1.00797607
1364,10,1.00249875
1365,7,1.00300752
1366,6,1.00402617
1367,5,1.02054443
1368,4,1.00776398
1369,3,1.00940439
1370,31,0.99947781
1371,30,0.97109533
1372,29,1.00869565
1373,28,0.99339431
1374,27,0.98993964
1375,24,0.99350325
1376,23,1.01213961
1377,22,0.99496729
1378,21,0.97930015
1379,20,1.00098668
1380,17,1.00895968
1381,16,0.99603371
1382,15,0.99703411
1383,14,0.99263984
1384,13,1.01393035
1385,10,1.02760736
1386,9,1.00204918
1387,8,0.98337531
1388,7,0.98560079
1389,6,1.0
1390,3,1.00750375
1391,2,1.01885831
1392,31,1.00306748
1393,30,0.9765352
1394,27,1.01520527
1395,26,1.01544004
1396,24,1.0
1397,23,1.00309757
1398,20,1.00728029
1399,19,0.97564688
1400,18,0.99144869
1401,17,0.99549324
1402,16,1.01422042
1403,13,1.01026167
1404,12,0.96104536
1405,11,0.99509323
1406,10,1.02721774
1407,9,1.0190036
1408,6,1.00464396
1409,5,0.98575788
1410,4,1.02931937
1411,3,0.99843178
1412,2,0.95745746
1413,29,1.01267106
1414,28,1.00407125
1415,27,0.98992443
1416,26,0.98170129
1417,25,1.01812689
1418,22,0.99598796
1419,21,1.0040282
1420,20,0.97592138
1421,19,0.99754902
1422,18,0.98171319
1423,15,1.00048146
1424,14,1.00825243
1425,13,0.99420849
1426,12,0.9704918
1427,11,0.99348534
1428,8,0.99306839
1429,7,0.99311611
1430,6,1.0050738
1431,5,1.0023116
1432,4,0.9908383
1433,1,0.99680365
1434,31,0.96348438
1435,30,1.00977343
1436,29,1.00088928
1437,28,0.99866785
1438,25,0.99294533
1439,24,1.0071048
1440,23,0.99294533
1441,22,1.02116164
1442,21,1.01369238
1443,18,1.002746
1444,17,1.02198316
1445,16,1.00187441
1446,15,1.0047081
1447,14,0.9971831
1448,11,0.9829257
1449,10,0.99221612
1450,9,0.98025135
1451,8,0.99686801
1452,7,1.0294795
1453,4,1.0023084
1454,3,0.99769691
1455,2,1.02599244
1456,1,0.97646516
1457,30,0.99632184
1458,27,1.00138122
1459,26,0.99724518
1460,25,1.00414938
1461,24,1.00231054
1462,23,0.99448529
1463,20,0.94444444
1464,19,1.00479721
1465,18,1.05473781
1466,17,0.99724771
1467,16,0.98153985
1468,13,1.0202113
1469,12,0.93957704
1470,11,1.00870701
1471,10,0.96960743
1472,9,0.99412505
1473,6,1.02892919
1474,5,0.98637138
1475,4,0.96784831
1476,3,1.00372362
1477,2,1.02894849
1478,30,0.98449288
1479,29,0.9798768
1480,28,0.99591002
1481,27,1.00617284
1482,26,1.0125
1483,23,1.04031209
1484,22,1.01051248
1485,21,0.99433798
1486,20,0.99307958
1487,19,0.9987041
1488,16,1.00915432
1489,15,1.05084746
1490,14,1.019617
1491,13,1.0028103
1492,12,1.04197169
1493,9,1.01385453
1494,8,1.03428864
1495,7,1.00308008
1496,6,0.99084435
1497,5,0.99042821
1498,2,1.01378958
1499,1,0.98888889
1500,31,1.00507614
1501,30,0.99344428
1502,29,0.99249249
1503,26,0.98910891
1504,25,1.0034774
1505,24,0.98435208
1506,23,0.99756098
1507,22,1.0529019
1508,19,1.00568182
1509,18,1.00310881
1510,17,0.96644967
1511,16,1.00150451
1512,15,1.00301811
1513,12,0.9885629
1514,11,1.03981386
1515,10,1.00415369
1516,9,1.01102362
1517,8,1.01007423
1518,5,0.96519959
1519,4,0.98936709
1520,3,1.02014463
1521,2,0.98825932
1522,1,0.9994898
1523,28,1.06290672
1524,27,0.99729584
1525,26,0.9438489
1526,25,0.99745418
1527,24,0.97906281
1528,21,1.02034588
1529,20,0.92041199
1530,19,0.987061
1531,18,0.99129638
1532,17,0.99137148
1533,14,1.01009174
1534,13,1.00229885
1535,12,1.00554785
1536,11,0.98857404
1537,10,1.01249422
1538,7,0.95577178
1539,6,1.00444247
1540,5,1.00044444
1541,4,0.99162627
1542,3,1.02023381
1543,31,0.97801231
1544,30,1.01291759
1545,29,1.00672646
1546,28,0.98541759
1547,27,1.01207513
1548,24,0.99113475
1549,23,1.01347709
1550,22,0.99375
1551,21,0.97944906
1552,20,1.03064443
1553,17,0.98012367
1554,16,1.0035461
1555,15,0.96534018
1556,14,0.98941575
1557,13,0.99118758
1558,10,1.00590967
1559,9,0.98997075
1560,8,1.00041806
1561,7,0.99791406
1562,6,0.99543189
1563,3,1.01176471
1564,2,1.00847458
1565,1,0.97119342
1566,30,0.99102773
1567,29,1.02422723
1568,26,0.98275862
1569,25,1.05272256
1570,24,1.0095986
1571,23,0.97948718
1572,22,1.00775194
1573,19,1.00043085
1574,18,0.99656505
1575,17,0.99743041
1576,16,1.02727673
1577,15,0.8735588
1578,12,0.94241217
1579,11,1.0007249
1580,10,0.98747316
1581,9,1.02494497
1582,8,0.9996333
1583,5,1.01337793
1584,4,0.99851577
1585,3,0.98935389
1586,2,0.97320472
1587,1,0.98904594
1588,28,0.98847363
1589,27,0.9968663
1590,26,0.99722222
1591,25,1.00383409
1592,22,0.98557197
1593,21,1.0114663
1594,20,0.997228
1595,19,1.00069348
1596,18,1.00417827
1597,15,0.99860918
1598,14,0.99584488
1599,13,0.99209894
1600,12,1.00587422
1601,11,1.00069156
1602,8,1.002079
1603,7,0.99517241
1604,6,1.01186322
1605,5,1.00490884
1606,4,0.99929923
1607,1,1.001755
1608,28,0.98377072
1609,27,0.98637602
1610,26,1.01381215
1611,25,1.01046755
1612,22,1.00104785
1613,21,1.00385694
1614,20,0.96875
1615,19,0.98692591
1616,18,1.00370121
1617,15,0.97891963
1618,14,0.98795965
1619,13,0.98905697
1620,12,1.00517632
1621,11,0.98533631
1622,8,0.998091
1623,7,0.98867568
1624,6,1.00031466
1625,5,1.00252366
1626,4,0.99716892
1627,1,1.01209806
1628,31,0.98186933
1629,30,1.02074027
1630,29,1.01654233
1631,28,0.9894095
1632,25,0.985764
1633,24,0.98137224
1634,23,1.00062131
1635,22,1.0065666
1636,21,1.00502828
1637,18,1.00378549
1638,17,1.00859052
1639,16,1.00319183
1640,15,1.01064516
1641,14,1.01873151
1642,11,0.98670558
1643,10,1.01681503
1644,9,0.99901186
1645,8,1.00729927
1646,7,0.99702283
1647,4,1.0026534
1648,3,0.97226701
1649,2,1.02444665
1650,31,1.00832778
1651,28,0.99601858
1652,27,1.00533689
1653,26,1.00334672
1654,24,0.996997
1655,21,1.00133645
1656,20,0.96486138
1657,19,0.98133502
1658,18,0.97985121
1659,17,1.00124146
1660,14,0.99077491
1661,13,0.97219731
1662,12,1.01455869
1663,11,0.99187726
1664,10,1.00514061
1665,7,1.00181763
1666,6,1.00456482
1667,5,0.9984807
1668,4,0.97859054
1669,3,1.00628366
1670,30,0.97633655
1671,29,1.0148236
1672,28,0.9914756
1673,27,0.99677703
1674,26,1.00264395
1675,23,1.02068966
1676,22,1.00029994
1677,21,1.006035
1678,20,1.00120846
1679,19,1.02508517
1680,16,0.9904908
1681,15,0.99816289
1682,14,1.00585156
1683,13,1.00216049
1684,12,0.99447514
1685,9,1.00835655
1686,8,1.01635735
1687,7,0.99436972
1688,6,1.02599487
1689,5,1.008088
1690,2,0.95815251
1691,1,1.00124146
1692,31,1.01416431
1693,30,1.00031486
1694,29,0.99064255
1695,26,0.998132
1696,25,1.01197227
1697,24,1.00252685
1698,23,0.97685899
1699,22,1.01060181
1700,19,0.97834045
1701,18,0.98705209
1702,17,1.00850288
1703,16,1.00672577
1704,15,0.97787743
1705,12,0.98411297
1706,11,1.00088339
1707,10,1.00206551
1708,9,0.99764498
1709,8,0.98606676
1710,5,0.98654066
1711,4,1.01158749
1712,3,0.99942096
1713,2,0.9994213
1714,1,1.00202957
1715,28,0.99624495
1716,27,1.02003536
1717,26,1.00503405
1718,25,0.99381989
1719,24,0.98464213
1720,21,0.9959596
1721,20,1.00173461
1722,19,0.99396552
1723,18,1.01813926
1724,17,0.98700549
1725,14,0.99971132
1726,13,1.04305932
1727,12,0.99252839
1728,11,1.00359928
1729,10,0.99049317
1730,7,1.03188228
1731,6,1.0117866
1732,5,0.99814241
1733,4,1.00654409
1734,3,1.01230284
1735,31,1.04207758
1736,30,0.98959011
1737,29,0.99578879
1738,28,1.00553746
1739,27,0.99772506
1740,24,1.00687173
1741,23,1.02515934
1742,22,1.01740614
1743,21,1.01877608
1744,20,1.02494654
1745,17,0.99538844
1746,16,1.01366415
1747,15,1.00035971
1748,14,0.99964042
1749,13,0.98967972
1750,10,0.99893352
1751,9,1.00392577
1752,8,0.99750801
1753,7,1.00825556
1754,6,1.00759494
1755,3,1.02067183
1756,2,0.98796499
1757,1,0.98103757
1758,31,0.99183818
1759,30,1.01622791
1760,27,1.00763081
1761,26,1.00732064
1762,25,1.01410542
1763,24,0.99777778
1764,23,0.9893734
1765,20,1.00183554
1766,19,1.0036846
1767,18,0.99450348
1768,17,0.9989019
1769,16,1.0007326
1770,13,1.00589536
1771,12,1.0018457
1772,11,1.01119821
1773,10,0.98060029
1774,9,1.00886263
1775,6,0.97903109
1776,5,0.98399146
1777,4,0.99469214
1778,3,1.02875865
1779,2,0.9996361
1780,29,1.04328018
1781,28,0.97918216
1782,27,0.99298634
1783,26,0.98509091
1784,25,1.02192493
1785,22,1.00111607
1786,21,0.95522388
1787,20,0.9904963
1788,19,0.9902405
1789,18,1.00104676
1790,15,1.00139762
1791,14,0.99375
1792,13,0.99481865
1793,12,1.01401051
1794,11,1.00245787
1795,8,0.99650105
1796,7,0.97144799
1797,6,1.03191863
1798,5,1.00991853
1799,4,0.99052632
1800,1,1.02962428
1801,31,0.9928264
1802,30,1.0010772
1803,29,0.98167078
1804,28,0.9954386
1805,25,1.00777935
1806,24,1.01799856
1807,23,0.98650568
1808,22,0.98980668
1809,21,0.99059889
1810,18,1.02498216
1811,17,1.03052593
1812,16,0.98158845
1813,15,0.98471383
1814,14,0.97369332
1815,11,0.99483471
1816,10,0.99486125
1817,9,0.99218219
1818,8,0.97936085
1819,7,0.98978583
1820,4,1.00964737
1821,3,0.9817113
1822,2,0.98933764
1823,1,0.9983871
1824,30,0.992
1825,27,1.00514635
1826,26,1.01270358
1827,25,0.99642973
1828,24,0.99935128
1829,23,0.97316919
1830,20,0.99810964
1831,19,1.00443038
1832,18,0.99778971
1833,17,1.00635526
1834,16,0.99904762
1835,13,0.97432725
1836,12,1.02504756
1837,11,0.99338583
1838,10,1.00729695
1839,9,0.99432177
1840,6,1.00094727
1841,5,1.0098852
1842,4,0.9616682
1843,3,0.98938107
1844,2,1.0229671
1845,30,1.0
1846,29,1.00593194
1847,28,0.98372236
1848,27,0.99268293
1849,26,1.01926663
1850,23,1.02029169
1851,22,0.9816371
1852,21,1.00031133
1853,20,0.97599514
1854,19,1.01261538
1855,16,1.00154083
1856,15,1.0096453
1857,14,0.96285201
1858,13,0.99671544
1859,12,0.97952618
1860,9,1.01064144
1861,8,1.0131776
1862,7,1.01520219
1863,6,0.96906305
1864,5,0.97979215
1865,2,0.97742664
1866,1,1.02368573
1867,29,0.93795719
1868,28,1.04383484
1869,27,1.00226757
1870,24,0.9988675
1871,23,1.03063904
1872,22,0.99941674
1873,21,1.02327663
1874,20,1.00994575
1875,17,0.9916318
1876,16,1.0008974
1877,15,0.99642325
1878,14,0.99554896
1879,13,1.00807658
1880,10,0.98700915
1881,9,0.99823165
1882,8,0.99443142
1883,7,1.01457032
1884,6,1.0029824
1885,3,0.97840677
1886,2,1.0181224
1887,1,1.01416089
1888,31,0.99193066
1889,30,0.98906296
1890,27,1.01408873
1891,26,1.00300661
1892,25,1.03969991
1893,24,0.9897896
1894,23,1.00716734
1895,20,1.04835021
1896,19,1.00294889
1897,18,1.0156406
1898,17,1.00300401
1899,16,1.01147873
1900,13,0.97949735
1901,12,1.01002004
1902,11,1.0
1903,10,1.03276992
1904,9,1.01045661
1905,6,0.97884681
1906,5,1.00445511
1907,4,0.98381659
1908,3,1.07308249
1909,30,0.99783394
1910,29,1.02402957
1911,28,0.94382415
1912,27,0.98657487
1913,23,0.99931201
1914,22,0.99012262
1915,21,0.99390657
1916,20,1.02640723
1917,19,0.97131286
1918,16,1.01716444
1919,15,1.00830737
1920,14,0.9395122
1921,13,0.98274209
1922,12,0.97325039
1923,9,1.01483586
1924,8,0.97506925
1925,7,0.99236408
1926,6,1.01993769
1927,5,0.98647818
1928,2,0.99449878
1929,1,0.9978652
1930,30,1.02725564
1931,29,0.9947024
1932,28,1.03150113
1933,25,0.97860963
1934,24,1.00283912
1935,23,0.96941896
1936,22,1.0351377
1937,21,0.9789278
1938,18,1.0183023
1939,17,0.94035608
1940,16,0.97624565
1941,15,1.0087668
1942,14,0.98759019
1943,11,1.01881799
1944,10,0.998532
1945,9,0.97453505
1946,8,1.00057257
1947,7,1.02464066
1948,4,0.98668596
1949,3,1.00964348
1950,2,1.02485774
1951,1,0.97688707
1952,31,0.97047132
1953,28,1.00370476
1954,27,1.05185851
1955,26,1.00300661
1956,25,1.04821935
1957,24,1.01341424
1958,21,1.02387181
1959,20,0.9820167
1960,19,0.97251718
1961,18,1.0081864
1962,17,0.98756219
1963,14,1.0094162
1964,13,0.97760049
1965,12,1.01748361
1966,11,0.99813026
1967,10,1.0328291
1968,7,0.97184861
1969,6,1.05129891
1970,5,1.01164338
1971,4,0.98914116
1972,3,1.02426694
1973,30,0.96960784
1974,29,1.02615694
1975,28,0.93508937
1976,27,1.03842397
1977,26,0.99934917
1978,23,0.85718271
1979,22,0.90393343
1980,21,0.9972341
1981,20,1.00327952
1982,19,0.98046005
1983,16,1.01531894
1984,15,0.97885939
1985,14,0.99292165
1986,13,1.01713009
1987,12,0.96850204
1988,9,0.98344762
1989,8,1.01780987
1990,7,0.98928571
1991,6,0.97697139
1992,5,0.99398844
1993,2,1.0406641
1994,1,1.00048146
1995,31,1.00581114
1996,30,1.01126347
1997,29,0.98575911
1998,26,1.00876552
1999,25,1.03320755
2000,24,0.94846099
2001,23,0.95772395
2002,22,1.02362573
2003,19,1.05347462
2004,18,1.00669809
2005,17,1.01205122
2006,16,0.999749
2007,15,1.0186653
2008,12,1.01111686
2009,11,0.98522669
2010,10,1.04609646
2011,9,0.96206101
2012,8,1.01880387
2013,5,0.98431877
2014,4,0.9337494
2015,3,1.02157921
2016,2,1.03845174
2017,1,0.98470411
2018,29,1.00377548
2019,28,0.98708075
2020,27,0.98507097
2021,26,1.01540755
2022,25,1.00549725
2023,22,1.01676829
2024,21,0.98375406
2025,20,1.02510889
2026,19,0.96299038
2027,18,1.03366488
2028,15,1.02375979
2029,14,1.00445843
2030,13,1.05681818
2031,12,1.00838457
2032,11,0.97572948
2033,8,1.00686436
2034,7,1.01505017
2035,6,1.01155906
2036,5,1.04048108
2037,4,1.00917703
2038,1,0.97376766
2039,30,0.99598048
2040,29,1.02743363
2041,28,1.01013111
2042,27,0.98099971
2043,24,0.97022121
2044,23,0.97028068
2045,22,1.00055066
