,Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA,isOutlier
46,2019,3,13,15.431,15.538,15.426,15.452,21244,1.0007772,48.3084861,-0.09878273,FALSE
47,2019,3,12,15.312,15.478,15.303,15.44,22843,1.00796449,47.90585439,-0.11200636,FALSE
48,2019,3,11,15.318,15.356,15.216,15.318,20736,0.99856584,43.77117711,-0.12603351,FALSE
49,2019,3,8,15.022,15.372,15.01,15.34,29431,1.02089711,44.36073932,-0.12968222,FALSE
50,2019,3,7,15.086,15.123,14.981,15.026,25272,0.99674959,32.27027396,-0.13469302,FALSE
51,2019,3,6,15.131,15.16,15.049,15.075,24553,0.99636484,33.31943222,-0.10715854,FALSE
52,2019,3,5,15.088,15.168,15.049,15.13,27413,1.00271721,34.48809577,-0.07544495,FALSE
53,2019,3,4,15.197,15.279,15.064,15.089,29830,0.9917187,32.85796329,-0.0394695,FALSE
54,2019,3,1,15.613,15.638,15.147,15.215,33341,0.97469571,35.3694631,0.01119691,FALSE
55,2019,2,28,15.737,15.826,15.578,15.61,26728,0.99129993,45.49140159,0.06287372,FALSE
56,2019,2,27,15.925,16.082,15.703,15.747,22555,0.98807806,50.10986196,0.0876994,FALSE
57,2019,2,26,15.885,15.939,15.794,15.937,24684,1.00264234,57.64673039,0.10416129,FALSE
58,2019,2,25,15.899,16.007,15.852,15.895,26368,0.99836694,56.29750352,0.10431211,FALSE
59,2019,2,22,15.8,15.979,15.8,15.921,25162,1.00682982,57.34765778,0.10726371,FALSE
60,2019,2,21,16.063,16.107,15.801,15.813,34279,0.98455887,54.04090972,0.10682355,FALSE
61,2019,2,20,15.991,16.217,15.963,16.061,31477,1.00400075,64.74375797,0.11570432,FALSE
62,2019,2,19,15.817,16.007,15.746,15.997,25896,1.01182796,62.98715847,0.10010552,FALSE
63,2019,2,18,15.787,15.86,15.765,15.81,12930,1.00152033,57.20166268,0.08525607,FALSE
64,2019,2,15,15.626,15.807,15.563,15.786,23644,1.01069211,56.38926913,0.08410269,FALSE
65,2019,2,14,15.566,15.691,15.494,15.619,28373,1.00314708,50.29278334,0.08385087,FALSE
66,2019,2,13,15.702,15.818,15.545,15.57,23316,0.99134089,48.32460273,0.09931345,FALSE
67,2019,2,12,15.707,15.832,15.67,15.706,19156,1.00012736,53.81645344,0.12259386,FALSE
68,2019,2,11,15.816,15.842,15.669,15.704,19298,0.9921031,53.74467094,0.13667767,FALSE
69,2019,2,8,15.736,15.869,15.662,15.829,20470,1.00571828,59.07333245,0.15286933,FALSE
70,2019,2,7,15.671,15.758,15.647,15.739,22064,1.004147,56.16781377,0.15858494,FALSE
71,2019,2,6,15.843,15.869,15.648,15.674,20032,0.9890207,53.97661377,0.17273709,FALSE
72,2019,2,5,15.871,15.93,15.816,15.848,20062,0.99880255,61.63560877,0.19490603,FALSE
73,2019,2,4,15.919,15.93,15.695,15.867,21243,0.99761081,62.53533694,0.20265029,FALSE
74,2019,2,1,16.06,16.079,15.898,15.905,25780,0.98985561,64.27789221,0.20765259,FALSE
75,2019,1,31,16.099,16.189,15.997,16.068,29129,1.00012449,72.30270563,0.20714786,FALSE
76,2019,1,30,15.844,16.106,15.823,16.066,31842,1.01407562,72.26325204,0.18689422,FALSE
77,2019,1,29,15.745,15.919,15.723,15.843,24324,1.00488393,67.46490725,0.15852838,FALSE
78,2019,1,28,15.755,15.82,15.608,15.766,22074,1.00120658,65.55429682,0.14272284,FALSE
79,2019,1,25,15.325,15.753,15.294,15.747,27795,1.02800627,65.0844929,0.12831326,FALSE
80,2019,1,24,15.368,15.397,15.246,15.318,27728,0.99726563,51.10168061,0.10998957,FALSE
81,2019,1,23,15.327,15.436,15.272,15.36,25420,1.00136906,53.03242589,0.12868202,FALSE
82,2019,1,22,15.258,15.352,15.184,15.339,24340,1.00445288,52.19381754,0.14639228,FALSE
83,2019,1,21,15.35,15.365,15.193,15.271,15863,0.99550196,49.48165902,0.16900586,FALSE
84,2019,1,18,15.56,15.581,15.331,15.34,26879,0.98808374,52.27606423,0.20233438,FALSE
85,2019,1,17,15.596,15.617,15.459,15.525,26669,0.99563907,60.82850849,0.23490519,FALSE
86,2019,1,16,15.586,15.648,15.497,15.593,24091,1.00089865,64.42601106,0.25422422,FALSE
87,2019,1,15,15.653,15.7,15.544,15.579,31292,0.99635457,64.01919389,0.26826088,FALSE
88,2019,1,14,15.606,15.664,15.547,15.636,28549,1.00243621,66.9120942,0.28370024,FALSE
89,2019,1,11,15.593,15.74,15.559,15.598,32637,1.00212014,65.95987153,0.2934763,FALSE
90,2019,1,10,15.756,15.788,15.555,15.565,33781,0.98844224,65.15114173,0.30555444,FALSE
91,2019,1,9,15.667,15.777,15.586,15.747,36352,1.00600524,74.17619026,0.31988612,FALSE
92,2019,1,8,15.675,15.69,15.506,15.653,31041,1.0004474,72.33848771,0.31499476,FALSE
93,2019,1,7,15.74,15.82,15.623,15.646,30192,0.99675097,72.20169634,0.31374077,FALSE
94,2019,1,4,15.748,15.875,15.587,15.697,46268,0.99752161,74.70086678,0.30828945,FALSE
95,2019,1,3,15.529,15.754,15.489,15.736,50504,1.01378688,76.58317878,0.29165464,FALSE
96,2019,1,2,15.492,15.616,15.332,15.522,43103,0.9996136,73.13383819,0.26220942,FALSE
97,2019,1,1,15.528,15.528,15.528,15.528,1,1.00361944,73.41538331,0.24260174,FALSE
98,2018,12,31,15.39,15.508,15.33,15.472,26041,1.00598179,72.497792,0.21343556,FALSE
99,2018,12,28,15.23,15.398,15.224,15.38,35900,1.00925258,70.9691947,0.1788062,FALSE
100,2018,12,27,15.037,15.272,14.944,15.239,44745,1.01356834,68.47564307,0.141373,FALSE
101,2018,12,26,14.774,15.174,14.718,15.035,34712,1.01807963,64.36336642,0.10589466,FALSE
102,2018,12,24,14.672,14.81,14.651,14.768,22850,1.00984683,57.64916296,0.07984202,FALSE
103,2018,12,21,14.775,14.797,14.61,14.624,35067,0.99058457,53.23682956,0.07261349,FALSE
104,2018,12,20,14.617,14.845,14.558,14.763,43110,1.01116438,58.7203934,0.07699288,FALSE
105,2018,12,19,14.647,14.824,14.552,14.6,37627,0.99726776,53.5055678,0.06730995,FALSE
106,2018,12,18,14.657,14.724,14.615,14.64,27048,0.99761499,55.09146963,0.07056832,FALSE
107,2018,12,17,14.565,14.705,14.554,14.675,24658,1.00775992,56.45094682,0.06962801,FALSE
108,2018,12,14,14.758,14.762,14.495,14.562,29153,0.98698658,52.97180967,0.06385142,FALSE
109,2018,12,13,14.781,14.809,14.687,14.754,31915,1.00074612,60.61170551,0.0670551,FALSE
110,2018,12,12,14.556,14.764,14.555,14.743,26729,1.01263823,60.30715338,0.05061973,FALSE
111,2018,12,11,14.556,14.722,14.515,14.559,38915,1.00220279,54.88948086,0.03002593,FALSE
112,2018,12,10,14.629,14.637,14.482,14.527,37498,0.99316333,53.87275111,0.02203855,FALSE
113,2018,12,7,14.479,14.649,14.442,14.627,42286,1.01043106,57.6427176,0.01478138,FALSE
114,2018,12,6,14.508,14.519,14.346,14.476,35310,0.9980695,53.03442268,-0.00487824,FALSE
115,2018,12,5,14.537,14.547,14.424,14.504,12040,0.99834802,54.0468859,-0.01452555,FALSE
116,2018,12,4,14.423,14.664,14.391,14.528,21638,1.01015158,54.88077865,-0.02947866,FALSE
117,2018,12,3,14.243,14.567,14.21,14.382,22783,1.01460317,50.57292039,-0.05057912,FALSE
118,2018,11,30,14.321,14.345,14.056,14.175,19214,0.99056604,43.46673219,-0.06190983,FALSE
119,2018,11,29,14.323,14.396,14.271,14.31,21135,0.99895288,47.61214977,-0.05439506,FALSE
120,2018,11,28,14.149,14.398,14.123,14.325,20036,1.01272534,48.08529711,-0.05775774,FALSE
121,2018,11,27,14.234,14.311,14.099,14.145,20999,0.99200505,41.62082394,-0.0627369,FALSE
122,2018,11,26,14.314,14.442,14.231,14.259,13656,0.99873923,44.9095617,-0.04985231,FALSE
123,2018,11,23,14.481,14.509,14.196,14.277,15807,0.98516423,45.43594378,-0.04428904,FALSE
124,2018,11,22,14.51,14.542,14.453,14.492,9873,0.9996551,52.22522627,-0.03837681,FALSE
125,2018,11,21,14.334,14.558,14.283,14.497,18907,1.01228964,52.39429183,-0.05216335,FALSE
126,2018,11,20,14.433,14.494,14.236,14.321,21968,0.99313454,46.76099346,-0.06951034,FALSE
127,2018,11,19,14.422,14.444,14.354,14.42,16300,1.00034686,49.84157967,-0.07272034,FALSE
128,2018,11,16,14.276,14.425,14.24,14.415,21414,1.00874738,49.68613083,-0.08583973,FALSE
129,2018,11,15,14.133,14.352,14.101,14.29,25051,1.01125186,45.78569779,-0.10082717,FALSE
130,2018,11,14,14.002,14.198,13.9,14.131,24481,1.00906884,40.3212365,-0.10576274,FALSE
131,2018,11,13,13.985,14.131,13.96,14.004,21808,0.99893002,35.49931996,-0.09433487,FALSE
132,2018,11,12,14.163,14.213,14.011,14.019,17233,0.99032212,35.8167064,-0.06544569,FALSE
133,2018,11,9,14.448,14.448,14.11,14.156,20832,0.98073992,38.75533324,-0.02914794,FALSE
134,2018,11,8,14.576,14.594,14.388,14.434,21397,0.99046181,45.84238382,0.00365608,FALSE
135,2018,11,7,14.536,14.728,14.482,14.573,23939,1.00233854,50.09561609,0.0171673,FALSE
136,2018,11,6,14.65,14.717,14.489,14.539,17176,0.99269425,49.02133028,0.02001009,FALSE
137,2018,11,5,14.751,14.771,14.605,14.646,17231,0.99328586,52.31214835,0.02680929,FALSE
138,2018,11,2,14.765,14.915,14.648,14.745,27920,1.00067866,55.51389696,0.02420305,FALSE
139,2018,11,1,14.259,14.825,14.257,14.735,24715,1.03410766,55.25704109,0.01044449,FALSE
140,2018,10,31,14.491,14.494,14.248,14.249,19277,0.9841829,39.49031066,-0.00625018,FALSE
141,2018,10,30,14.589,14.589,14.381,14.478,19706,1.00089872,46.6888552,0.02201591,FALSE
142,2018,10,29,14.703,14.764,14.421,14.465,21694,0.98361213,46.17161931,0.03445712,FALSE
143,2018,10,26,14.648,14.777,14.583,14.706,23672,1.0045082,55.42921921,0.05115907,FALSE
144,2018,10,25,14.691,14.783,14.6,14.64,20476,0.99700354,53.0345589,0.04719451,FALSE
145,2018,10,24,14.757,14.806,14.651,14.684,18118,0.99640361,54.85915545,0.04816784,FALSE
146,2018,10,23,14.571,14.811,14.518,14.737,18271,1.01194809,57.05467671,0.04422953,FALSE
147,2018,10,22,14.635,14.695,14.522,14.563,17515,0.9950123,51.08705889,0.03316311,FALSE
148,2018,10,19,14.574,14.718,14.564,14.636,18445,1.00411636,54.0109121,0.03627233,FALSE
149,2018,10,18,14.613,14.662,14.456,14.576,20166,0.99712683,51.91032743,0.0322805,FALSE
150,2018,10,17,14.655,14.726,14.601,14.618,18680,0.99665917,53.49866081,0.03282502,FALSE
151,2018,10,16,14.699,14.847,14.62,14.667,17929,0.99802667,55.33280156,0.02876622,FALSE
152,2018,10,15,14.6,14.777,14.591,14.696,17725,1.00643747,56.39535384,0.0181782,FALSE
153,2018,10,12,14.597,14.705,14.517,14.602,21897,1.00006849,53.72049069,0.0014469,FALSE
154,2018,10,11,14.314,14.624,14.264,14.601,31273,1.02104895,53.69242936,-0.01035845,FALSE
155,2018,10,10,14.389,14.435,14.246,14.3,18809,0.99395287,44.2431272,-0.02517389,FALSE
156,2018,10,9,14.4,14.444,14.272,14.387,18531,1.0010437,46.80656374,-0.01307035,FALSE
157,2018,10,8,14.649,14.666,14.272,14.372,22300,0.98182812,46.30851772,-0.00628989,FALSE
158,2018,10,5,14.589,14.719,14.522,14.638,22558,1.00308367,54.74959856,0.00398321,FALSE
159,2018,10,4,14.645,14.774,14.538,14.593,23642,0.99713017,53.41569955,-0.01004616,FALSE
160,2018,10,3,14.705,14.83,14.626,14.635,23699,0.99673091,54.81612812,-0.0232248,FALSE
161,2018,10,2,14.513,14.912,14.446,14.683,23182,1.01366931,56.38490865,-0.04398408,FALSE
162,2018,10,1,14.67,14.692,14.372,14.485,19581,0.98893971,51.01514836,-0.07472797,FALSE
163,2018,9,28,14.235,14.721,14.226,14.647,23329,1.02822043,56.27934746,-0.0927214,FALSE
164,2018,9,27,14.337,14.462,14.18,14.245,23572,0.99413776,42.64102766,-0.13083343,FALSE
165,2018,9,26,14.455,14.515,14.315,14.329,23079,0.990598,45.38819892,-0.13664431,FALSE
166,2018,9,25,14.277,14.558,14.221,14.465,21459,1.01451817,50.25585239,-0.15062627,FALSE
167,2018,9,24,14.314,14.392,14.196,14.258,19293,0.9978305,41.36893266,-0.18012868,FALSE
168,2018,9,21,14.328,14.436,14.157,14.289,26149,0.9978352,42.42287294,-0.19408807,FALSE
169,2018,9,20,14.259,14.356,14.185,14.32,20370,1.00540616,43.45078178,-0.21223859,FALSE
170,2018,9,19,14.156,14.341,14.149,14.243,19486,1.00643019,40.10343433,-0.23547451,FALSE
171,2018,9,18,14.184,14.234,14.078,14.152,22071,0.99858877,35.94230227,-0.25386691,FALSE
172,2018,9,17,14.072,14.251,14.043,14.172,18090,1.00803756,36.45921933,-0.26438424,FALSE
173,2018,9,14,14.181,14.289,14.052,14.059,21135,0.99097766,31.27357808,-0.27599894,FALSE
174,2018,9,13,14.262,14.355,14.177,14.187,23076,0.99543924,34.21023212,-0.27530355,FALSE
175,2018,9,12,14.136,14.282,14.075,14.252,23055,1.00742207,35.79519329,-0.28344429,FALSE
176,2018,9,11,14.165,14.233,13.945,14.147,19687,0.99781351,31.00003751,-0.29633018,FALSE
177,2018,9,10,14.147,14.252,14.079,14.178,18920,1.00035278,31.64802938,-0.29777611,FALSE
178,2018,9,7,14.166,14.256,14.08,14.173,25574,1.00148389,31.43337303,-0.29844671,FALSE
179,2018,9,6,14.191,14.307,14.115,14.152,21389,0.99732206,30.58317108,-0.2944525,FALSE
180,2018,9,5,14.169,14.235,14.095,14.19,18797,1.00211864,31.23392301,-0.28293331,FALSE
181,2018,9,4,14.506,14.517,14.012,14.16,24814,0.97661908,30.14427067,-0.26798434,FALSE
182,2018,9,3,14.534,14.556,14.397,14.499,13634,0.99731738,36.15580781,-0.24195152,FALSE
183,2018,8,31,14.556,14.718,14.492,14.538,21950,0.99938132,36.94283771,-0.23972123,FALSE
184,2018,8,30,14.742,14.864,14.513,14.547,23329,0.98556911,37.11596564,-0.23735864,FALSE
185,2018,8,29,14.708,14.793,14.67,14.76,18719,1.00312627,41.37736388,-0.23180698,FALSE
186,2018,8,28,14.894,15.002,14.676,14.714,20234,0.98771565,39.99581438,-0.24303658,FALSE
187,2018,8,27,14.85,14.921,14.751,14.897,17583,1.0053992,43.80981827,-0.24915092,FALSE
188,2018,8,24,14.49,14.879,14.488,14.817,24451,1.02214404,41.54711962,-0.27196375,FALSE
189,2018,8,23,14.769,14.772,14.486,14.496,21794,0.98257981,31.22896019,-0.28897993,FALSE
190,2018,8,22,14.788,14.879,14.692,14.753,22266,0.99709381,35.94625946,-0.27381179,FALSE
191,2018,8,21,14.752,14.849,14.722,14.796,18787,1.00230321,36.81014068,-0.27663627,FALSE
192,2018,8,20,14.779,14.849,14.649,14.762,20493,0.99770208,35.6751165,-0.28059573,FALSE
193,2018,8,17,14.658,14.815,14.596,14.796,24383,1.00996587,36.28023883,-0.27810622,FALSE
194,2018,8,16,14.468,14.835,14.338,14.65,32791,1.01447268,31.65797333,-0.27434534,FALSE
195,2018,8,15,15.061,15.08,14.371,14.441,29710,0.95870676,24.36485725,-0.25068915,FALSE
196,2018,8,14,14.99,15.113,14.988,15.063,21146,1.00426695,34.55550972,-0.19556887,FALSE
197,2018,8,13,15.308,15.347,14.981,14.999,29040,0.97911091,31.83138167,-0.18570161,FALSE
198,2018,8,10,15.448,15.45,15.29,15.319,28588,0.99203471,39.45675507,-0.16388993,FALSE
199,2018,8,9,15.433,15.513,15.369,15.442,17122,1.00103721,43.1458061,-0.16624826,FALSE
200,2018,8,8,15.38,15.468,15.288,15.426,17262,1.00318658,42.49639674,-0.17936383,FALSE
201,2018,8,7,15.304,15.492,15.296,15.377,16611,1.00549271,40.56583536,-0.19186603,FALSE
202,2018,8,6,15.436,15.494,15.292,15.293,17700,0.99214999,37.21018845,-0.20004353,FALSE
203,2018,8,3,15.304,15.556,15.248,15.414,24588,1.00699027,40.24985402,-0.19901854,FALSE
204,2018,8,2,15.397,15.48,15.295,15.307,21588,0.99434845,35.95378629,-0.20713546,FALSE
205,2018,8,1,15.516,15.538,15.386,15.394,21440,0.99168975,38.01758565,-0.20358818,FALSE
206,2018,7,31,15.494,15.612,15.367,15.523,22324,1.00219511,41.28007492,-0.20495746,FALSE
207,2018,7,30,15.477,15.546,15.401,15.489,15295,0.99922586,40.02035803,-0.2168585,FALSE
208,2018,7,27,15.388,15.539,15.33,15.501,21372,1.00701618,40.3037257,-0.22543243,FALSE
209,2018,7,26,15.606,15.669,15.385,15.393,21793,0.98584604,36.54911569,-0.23431869,FALSE
210,2018,7,25,15.462,15.633,15.45,15.614,22780,1.00943884,41.50993611,-0.23125616,FALSE
211,2018,7,24,15.392,15.599,15.33,15.468,21278,1.00546022,36.19754661,-0.24648534,FALSE
212,2018,7,23,15.52,15.561,15.353,15.384,22681,0.99162047,32.94376243,-0.24747261,FALSE
213,2018,7,20,15.317,15.544,15.242,15.514,27124,1.0131261,35.54906993,-0.23658041,FALSE
214,2018,7,19,15.554,15.576,15.18,15.313,29341,0.98425247,27.29392902,-0.23247319,FALSE
215,2018,7,18,15.569,15.617,15.401,15.558,14451,0.99910095,31.92163518,-0.203384,FALSE
216,2018,7,17,15.786,15.863,15.551,15.572,15391,0.98594403,32.21142756,-0.18824276,FALSE
217,2018,7,16,15.785,15.879,15.746,15.794,10711,0.99879846,37.18158284,-0.16760441,FALSE
218,2018,7,13,15.94,15.99,15.684,15.813,15213,0.99153499,37.64317903,-0.16142813,FALSE
219,2018,7,12,15.827,15.994,15.762,15.948,13748,1.00904777,41.00156213,-0.15313144,FALSE
220,2018,7,11,16.065,16.075,15.784,15.805,18656,0.98357085,35.32625259,-0.15405994,FALSE
221,2018,7,10,16.107,16.172,15.906,16.069,14046,0.997455,42.30204618,-0.13844417,FALSE
222,2018,7,9,16.045,16.218,16.036,16.11,11750,1.00348823,43.54198284,-0.14337903,FALSE
223,2018,7,6,16.036,16.101,15.953,16.054,13568,1.00056092,41.36208505,-0.15176675,FALSE
224,2018,7,5,16.108,16.113,15.933,16.045,15129,0.99794751,41.02224973,-0.15456319,FALSE
225,2018,7,4,16.049,16.153,15.997,16.078,11924,1.00355783,41.84800528,-0.15496791,FALSE
226,2018,7,3,15.853,16.056,15.786,16.021,14750,1.01098,39.90789841,-0.1565904,FALSE
227,2018,7,2,16.113,16.145,15.774,15.847,15793,0.98459149,33.6314642,-0.15057998,FALSE
228,2018,6,29,16.003,16.167,15.968,16.095,17142,1.00543478,39.02619168,-0.12300187,FALSE
229,2018,6,28,16.062,16.15,15.925,16.008,17035,0.99707256,35.66450469,-0.11126397,FALSE
230,2018,6,27,16.288,16.321,15.975,16.055,20553,0.98587657,36.67894071,-0.08580557,FALSE
231,2018,6,26,16.321,16.376,16.15,16.285,18130,0.99724434,42.12343483,-0.05684877,FALSE
232,2018,6,25,16.459,16.509,16.295,16.33,14806,0.99258449,43.29088184,-0.04248065,FALSE
233,2018,6,22,16.321,16.499,16.306,16.452,14099,1.00808824,46.5378847,-0.02810563,FALSE
234,2018,6,21,16.286,16.362,16.199,16.32,14806,1.00227231,42.18088971,-0.02177088,FALSE
235,2018,6,20,16.317,16.382,16.258,16.283,13917,0.99852824,40.92784418,7.12E-05,FALSE
236,2018,6,19,16.466,16.558,16.242,16.307,18347,0.98938236,41.46915343,0.03171594,FALSE
237,2018,6,18,16.553,16.631,16.424,16.482,13806,0.99510958,45.54800669,0.06920114,FALSE
238,2018,6,15,17.161,17.254,16.461,16.563,25798,0.96408615,47.55850346,0.09822114,FALSE
239,2018,6,14,17.036,17.32,16.94,17.18,21413,1.00827513,69.14702956,0.12558527,FALSE
240,2018,6,13,16.855,17.114,16.805,17.039,19685,1.0107967,65.85829113,0.09586334,FALSE
241,2018,6,12,16.947,16.955,16.756,16.857,15597,0.99562932,60.8573708,0.07088933,FALSE
242,2018,6,11,16.79,16.952,16.747,16.931,12940,1.00893868,64.41991688,0.05651321,FALSE
243,2018,6,8,16.719,16.833,16.627,16.781,16728,1.00454954,60.01407044,0.02980749,FALSE
244,2018,6,7,16.676,16.901,16.647,16.705,17467,1.00191927,57.54043564,0.01056045,FALSE
245,2018,6,6,16.493,16.736,16.482,16.673,13981,1.01097502,56.48801593,-0.00642119,FALSE
246,2018,6,5,16.429,16.554,16.366,16.492,13381,1.00469083,49.97564978,-0.02474437,FALSE
247,2018,6,4,16.405,16.548,16.374,16.415,13165,1.00073157,46.83220343,-0.02934239,FALSE
248,2018,6,1,16.466,16.508,16.337,16.403,18911,0.99914723,46.34428591,-0.02694434,FALSE
249,2018,5,31,16.529,16.6,16.406,16.417,19061,0.9941864,46.80965258,-0.02226983,FALSE
250,2018,5,30,16.366,16.562,16.32,16.513,19121,1.0073202,50.00698873,-0.01740497,FALSE
251,2018,5,29,16.495,16.52,16.319,16.393,24643,0.99369582,45.70210741,-0.02071704,FALSE
252,2018,5,28,16.532,16.533,16.434,16.497,7612,1,49.10497281,-0.01242491,FALSE
253,2018,5,25,16.665,16.729,16.487,16.497,11266,0.98974082,49.10497281,-0.01224951,FALSE
254,2018,5,24,16.459,16.694,16.409,16.668,11166,1.01282129,54.90028069,-0.01184745,FALSE
255,2018,5,23,16.536,16.606,16.324,16.457,12916,0.99462106,47.84811119,-0.02857287,FALSE
256,2018,5,22,16.514,16.68,16.454,16.546,9726,1.00187708,50.96976243,-0.02802134,FALSE
257,2018,5,21,16.387,16.524,16.275,16.515,8264,1.00431768,49.91286516,-0.03597162,FALSE
258,2018,5,18,16.426,16.472,16.365,16.444,7500,1.00066938,47.50635628,-0.04243949,FALSE
259,2018,5,17,16.381,16.504,16.33,16.433,8692,1.00305194,47.14098873,-0.04284845,FALSE
260,2018,5,16,16.279,16.427,16.191,16.383,9102,1.007131,45.54111909,-0.04162717,FALSE
261,2018,5,15,16.545,16.577,16.208,16.267,12804,0.98522197,41.74254716,-0.03437199,FALSE
262,2018,5,14,16.688,16.755,16.505,16.511,8532,0.99105642,48.32645486,-0.01280087,FALSE
263,2018,5,11,16.757,16.834,16.65,16.66,10188,0.99676918,53.07315085,-0.00992572,FALSE
264,2018,5,10,16.505,16.772,16.479,16.714,13569,1.01346107,54.88742168,-0.02128252,FALSE
265,2018,5,9,16.474,16.624,16.356,16.492,10940,1.00066744,48.11680027,-0.04096655,FALSE
266,2018,5,8,16.486,16.537,16.319,16.481,13150,0.99981801,47.75603724,-0.04289101,FALSE
267,2018,5,7,16.528,16.574,16.409,16.484,10363,0.99763965,47.84028006,-0.04360345,FALSE
268,2018,5,4,16.461,16.544,16.372,16.523,10566,1.00517095,48.88117008,-0.04418401,FALSE
