,Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA,newColumn
478,2017,7,11,15.661,15.859000000000002,15.463,15.855,19835,1.01206434,33.68844016,-0.32181844,11.13270774
479,2017,7,10,15.629000000000001,15.744000000000002,15.189,15.665999999999999,21577,1.00506833,26.86360371,-0.31955248,10.050683300000001
482,2017,7,5,16.085,16.225,15.889000000000001,16.089000000000002,17402,1.00093318,31.48149844,-0.22816264,5.004665900000001
487,2017,6,28,16.660999999999998,16.868,16.651,16.799,16235,1.00785937,46.93127062,-0.14573916,28.22006236
488,2017,6,27,16.608,16.757,16.534000000000002,16.668,15348,1.00470163,42.49230468,-0.16323472,27.12694401
490,2017,6,23,16.555999999999997,16.8,16.555,16.727,11170,1.01038961,43.11336246,-0.16788771,23.238961030000002
491,2017,6,22,16.479,16.684,16.442999999999998,16.555,16016,1.00601604,36.78469461,-0.1768865,22.13235288
497,2017,6,14,16.835,17.37,16.813,16.895,33011,1.00368324,41.73293064,-0.01336118,14.05156536
503,2017,6,6,17.563,17.752,17.528,17.704,17077,1.0088899,64.23466882,0.10957441,6.0533394000000005
504,2017,6,5,17.558,17.655,17.503,17.548,14063,1.00034204,60.82966622,0.0811265,5.0017102
505,2017,6,2,17.299,17.585,17.134,17.542,22597,1.01475097,60.6960271,0.05952023,2.02950194
509,2017,5,29,17.361,17.447,17.324,17.406,4013,1.00374834,58.30532136,-0.02457796,29.10870186
510,2017,5,26,17.157,17.389,17.109,17.340999999999998,17801,1.01084232,56.94929298,-0.06229146,26.281900320000002
512,2017,5,24,17.064,17.237000000000002,16.903,17.226,21370,1.00943452,54.71143183,-0.13430397,24.226428479999996
514,2017,5,22,16.884,17.214000000000002,16.85,17.157,21010,1.01743462,53.37431032,-0.21854061,22.38356164
515,2017,5,19,16.588,16.881,16.581,16.863,21963,1.0171301,46.43829755,-0.27435728,19.3254719
517,2017,5,17,16.849,17.042,16.774,16.899,25699,1.00255102,45.52523583,-0.32585493,17.04336734
518,2017,5,16,16.647000000000002,16.874000000000002,16.625,16.855999999999998,14424,1.01346801,44.18779738,-0.37179649,16.21548816
519,2017,5,15,16.487000000000002,16.822,16.428,16.632,16479,1.00989738,36.66622381,-0.42064848,15.1484607
520,2017,5,12,16.344,16.49,16.316,16.469,12407,1.00777139,30.32117019,-0.4540756,12.09325668
521,2017,5,11,16.194000000000003,16.397000000000002,16.18,16.342,11680,1.00876543,24.87601903,-0.47353965,11.09641973
522,2017,5,10,16.195999999999998,16.35,16.15,16.2,13508,1.00055586,18.24262207,-0.47856411,10.0055586
525,2017,5,5,16.336,16.52,16.230999999999998,16.338,19515,1.00079632,19.2679205,-0.40095639,5.0039816
534,2017,4,24,17.87,17.942999999999998,17.645,17.938,24504,1.00005575,45.62550414,0.07605065,24.001338
541,2017,4,13,18.499000000000002,18.607,18.419,18.541,19673,1.00221622,65.66437891,0.20199876,13.02881086
542,2017,4,12,18.314,18.549,18.248,18.5,19556,1.0091643,64.88337942,0.18523216,12.109971599999998
543,2017,4,11,17.962,18.344,17.913,18.332,17936,1.02133824,61.55622793,0.16531215,11.234720639999999
548,2017,4,4,18.267,18.416,18.202,18.313,16487,1.00295745,65.37529309,0.18596412,4.0118298
550,2017,3,31,18.13,18.268,18.046,18.26,13726,1.00772627,64.31172781,0.15174702,31.239514370000002
552,2017,3,29,18.179000000000002,18.255,18.035999999999998,18.247,22851,1.0032439,65.82091055,0.10702894,29.0940731
553,2017,3,28,18.1,18.239,18.002,18.188,20715,1.00436247,64.77588113,0.06749791,28.12214916
554,2017,3,27,17.788,18.132,17.785999999999998,18.109,20070,1.01930654,63.38390944,0.02206744,27.521276580000002
555,2017,3,24,17.581,17.783,17.537,17.766,22579,1.01017797,56.44463116,-0.02819571,24.24427128
556,2017,3,23,17.526,17.695,17.517,17.587,27737,1.00262243,52.04015427,-0.05701602,23.06031589
557,2017,3,22,17.555999999999997,17.593,17.453,17.541,23661,1.00005701,50.85422456,-0.07474643,22.00125422
558,2017,3,21,17.44,17.6,17.332,17.54,32442,1.00642644,50.82968077,-0.09160602,21.13495524
559,2017,3,20,17.403,17.462,17.355999999999998,17.428,21945,1.00132146,48.13594299,-0.11169072,20.0264292
560,2017,3,17,17.322,17.416,17.24,17.405,21746,1.0048496,47.58841705,-0.12429787,17.0824432
562,2017,3,15,16.887999999999998,17.357,16.833,17.343,26487,1.02779424,46.05822854,-0.14094673,15.416913599999999
565,2017,3,10,16.97,17.09,16.842,17.038,33609,1.00501386,36.73741448,-0.06012906,10.0501386
570,2017,3,3,17.789,17.985,17.636,17.969,29358,1.01091421,53.66998268,0.22712409,3.0327426299999996
572,2017,3,1,18.35,18.465999999999998,18.237000000000002,18.414,31042,1.00567996,69.55473809,0.30580943,1.00567996
573,2017,2,28,18.28,18.465,18.247,18.31,21517,1.00246373,67.53134067,0.30161014,28.06898444
575,2017,2,24,18.188,18.41,18.164,18.371,21179,1.00995052,70.89491139,0.30370983,24.23881248
576,2017,2,23,18.032,18.224,17.948,18.19,25668,1.00904199,67.61697046,0.2901045,23.20796577
577,2017,2,22,17.987000000000002,18.059,17.927,18.027,27924,1.00283712,64.25005748,0.28694855,22.06241664
579,2017,2,20,18.000999999999998,18.075,17.926,18.063,13397,1.00383461,66.41333369,0.30695413,20.0766922
581,2017,2,16,17.982,18.142,17.944000000000003,18.093,33436,1.00606094,68.71693418,0.31290096,16.09697504
582,2017,2,15,17.957,17.993,17.796,17.984,27560,1.00144782,66.8204584,0.30394915,15.021717300000002
583,2017,2,14,17.825,18.079,17.823,17.958,24896,1.00785722,66.36887122,0.29920049,14.11000108
585,2017,2,10,17.646,18.01,17.555999999999997,17.954,34924,1.01693571,68.41976908,0.29153831,10.169357100000001
587,2017,2,8,17.705,17.872,17.633,17.79,36813,1.0044605,67.89604222,0.277129,8.035684
589,2017,2,6,17.52,17.754,17.463,17.74,35027,1.01313535,67.50513871,0.25117255,6.0788121
590,2017,2,3,17.482,17.542,17.268,17.51,35694,1.00183087,63.50879112,0.22834836,3.00549261
593,2017,1,31,17.127,17.618,17.098,17.564,38755,1.02581474,65.52915535,0.18286266,31.800256939999997
595,2017,1,27,16.809,17.253,16.64,17.155,36811,1.02107017,58.5826147,0.14383288,27.56889459
599,2017,1,23,17.095,17.257,17.057000000000002,17.226,38431,1.00860706,63.39155955,0.15719461,23.197962380000003
600,2017,1,20,17.008,17.162,16.83,17.079,44857,1.00411547,60.47807802,0.13541355,20.0823094
603,2017,1,17,16.812,17.218,16.805999999999997,17.192999999999998,32435,1.02308837,64.47823578,0.08318331,17.39250229
605,2017,1,13,16.78,16.84,16.597,16.816,33950,1.00232461,57.17293114,0.01886762,13.030219930000001
606,2017,1,12,16.74,16.992,16.730999999999998,16.777,36707,1.00250971,56.35597784,-0.00671264,12.03011652
608,2017,1,10,16.582,16.913,16.535,16.787,32555,1.01376895,56.7766028,-0.06698403,10.1376895
609,2017,1,9,16.488,16.687,16.425,16.559,23797,1.00424525,52.33906809,-0.11175252,9.038207250000001
611,2017,1,5,16.436,16.718,16.425,16.586,39753,1.00986361,52.9565649,-0.17605836,5.04931805
612,2017,1,4,16.299,16.527,16.26,16.424,30772,1.00810214,49.81529024,-0.22422391,4.03240856
613,2017,1,3,15.943,16.5,15.907,16.292,34580,1.02266022,47.14494349,-0.26594469,3.06798066
615,2016,12,29,16.027,16.242,15.995,16.16,25479,1.00911702,42.82842035,-0.30661564,29.264393579999997
616,2016,12,28,15.959000000000001,16.086,15.819,16.014,17208,1.00275517,39.17874893,-0.33150725,28.077144759999996
617,2016,12,27,15.774000000000001,16.059,15.715,15.97,17587,1.01461245,38.0724497,-0.34359062,27.39453615
621,2016,12,20,15.960999999999999,16.092,15.635,16.09,25339,1.00782963,36.70329853,-0.28651122,20.1565926
623,2016,12,16,15.947000000000001,16.277,15.935,16.166,25663,1.01157625,36.27522829,-0.23314129,16.18522
627,2016,12,12,16.88,17.201,16.676,17.081,27960,1.01005263,50.57327101,-0.16348129,12.12063156
630,2016,12,7,16.724,17.235,16.662,17.136,26163,1.02530964,51.58020954,-0.26226273,7.17716748
632,2016,12,5,16.913,16.987000000000002,16.499000000000002,16.747,36723,1.00059748,41.80972158,-0.3440653,5.002987399999999
633,2016,12,2,16.542,16.811,16.328,16.737000000000002,30642,1.01682868,41.54852992,-0.37431352,2.03365736
636,2016,11,29,16.625999999999998,16.725,16.424,16.623,32158,1.00126491,36.38950938,-0.42157852,29.03668239
637,2016,11,28,16.477999999999998,16.866,16.469,16.602,33583,1.00465961,35.84421253,-0.43712171,28.13046908
638,2016,11,25,16.367,16.59,16.176,16.525,31075,1.01144571,33.91539435,-0.44846415,25.28614275
641,2016,11,22,16.602,16.894000000000002,16.542,16.680999999999997,30568,1.00518228,32.94539034,-0.39015948,22.114010160000003
642,2016,11,21,16.596,16.769000000000002,16.529,16.595,27842,1.00054263,30.84946157,-0.37168893,21.011395229999998
646,2016,11,15,16.935,17.145,16.833,17.09,35943,1.0089739,35.9250408,-0.16412881,15.134608499999999
649,2016,11,10,18.471,18.992,18.402,18.616,49808,1.00752287,60.46344155,0.06313833,10.0752287
650,2016,11,9,18.383,19.002,18.162,18.477,72653,1.00555102,57.79790144,0.03052051,9.04995918
651,2016,11,8,18.21,18.737000000000002,18.180999999999997,18.375,29344,1.01067048,55.76580079,0.0025971,8.08536384
653,2016,11,4,18.378,18.480999999999998,18.188,18.433,24778,1.00386668,58.17656704,-0.03489554,4.01546672
655,2016,11,2,18.363,18.743,18.354,18.48,32238,1.00631671,59.90609093,-0.1192649,2.01263342
656,2016,11,1,17.907,18.496,17.851,18.364,27678,1.02592179,57.76015321,-0.18525443,1.02592179
657,2016,10,31,17.791,17.92,17.754,17.9,20395,1.00748579,47.27934368,-0.25497555,31.23205949
658,2016,10,28,17.63,17.910999999999998,17.555999999999997,17.767,24822,1.00794236,43.55135125,-0.29301268,28.22238608
661,2016,10,25,17.596,17.825,17.516,17.76,18795,1.00943503,41.9168398,-0.36542435,25.235875749999998
662,2016,10,24,17.532,17.887999999999998,17.475,17.594,16579,1.00307868,37.20284271,-0.40044032,24.073888320000002
665,2016,10,19,17.628,17.779,17.569000000000003,17.684,14793,1.00334752,37.81320906,-0.45365141,19.063602879999998
666,2016,10,18,17.457,17.717,17.45,17.625,16938,1.00864141,36.3273777,-0.48036212,18.15554538
667,2016,10,17,17.396,17.505,17.351,17.474,13282,1.00286961,32.49425836,-0.50146035,17.048783370000002
669,2016,10,13,17.496,17.683,17.421,17.504,18087,1.00148758,32.12117042,-0.49871193,13.01933854
670,2016,10,12,17.48,17.613,17.359,17.477999999999998,19734,1.0014898,31.52547053,-0.49065747,12.017877600000002
672,2016,10,10,17.567,17.811,17.559,17.636,20329,1.00512937,32.73000968,-0.43549105,10.051293699999999
673,2016,10,7,17.320999999999998,17.657,17.102,17.546,28040,1.01275613,30.93983986,-0.4030884,7.089292910000001
678,2016,9,30,19.108,19.702,19.067999999999998,19.171,21477,1.00334956,47.53489417,-0.01529697,30.1004868
680,2016,9,28,19.125,19.212,18.923,19.189,18813,1.00219356,47.63475994,0.01407612,28.06141968
684,2016,9,22,19.829,20.072,19.707,19.881,26246,1.00196553,59.6596196,0.02904278,22.043241660000003
685,2016,9,21,19.253,19.875999999999998,19.03,19.842,31112,1.0313962,59.15696338,-0.0235627,21.659320200000003
686,2016,9,20,19.179000000000002,19.297,19.084,19.238,17908,1.00312858,50.2404475,-0.08639277,20.062571600000002
687,2016,9,19,18.814,19.314,18.784000000000002,19.178,21853,1.0208666,49.2178184,-0.10383198,19.3964654
689,2016,9,15,18.969,19.223,18.822,19.004,30607,1.00152833,45.31787207,-0.09552065,15.02292495
690,2016,9,14,18.884,19.123,18.8,18.975,30452,1.00577759,44.77627954,-0.08703413,14.080886260000002
692,2016,9,12,19.08,19.183,18.717,19.131,34609,1.00383041,46.56273314,-0.04062836,12.04596492
696,2016,9,6,19.518,20.134,19.471,20.009,29737,1.0246313,61.74353233,-0.07459992,6.1477878
697,2016,9,5,19.410999999999998,19.562,19.302,19.528,13810,1.0043201,54.80414149,-0.15785591,5.0216005
698,2016,9,2,18.894000000000002,19.45,18.756,19.444000000000003,32345,1.03211423,53.43442405,-0.2128502,2.06422846
699,2016,9,1,18.652,18.935,18.593,18.839000000000002,27116,1.00894387,41.59694185,-0.27139417,1.00894387
700,2016,8,31,18.607,18.872,18.546,18.672,23259,1.00144811,37.52624879,-0.28057003,31.044891409999998
702,2016,8,29,18.647000000000002,18.896,18.393,18.871,23233,1.01174137,40.16697397,-0.25254006,29.340499729999998
703,2016,8,26,18.551,19.073,18.522000000000002,18.652,39335,1.00549865,34.92313952,-0.24806449,26.142964900000003
709,2016,8,18,19.694000000000003,19.94,19.629,19.744,25265,1.00269158,49.68634923,0.09693234,18.04844844
712,2016,8,15,19.691,20.052,19.691,19.807000000000002,30562,1.00441176,50.75732964,0.17451097,15.0661764
715,2016,8,10,19.845,20.496,19.845,20.16,24078,1.01520798,56.84110035,0.27393627,10.1520798
716,2016,8,9,19.729,19.883,19.596,19.858,14066,1.00597771,52.41989285,0.28451076,9.05379939
717,2016,8,8,19.719,19.871,19.502,19.74,19223,1.00111573,50.58320439,0.32461842,8.00892584
721,2016,8,2,20.43,20.785999999999998,20.342,20.625,22509,1.00850814,66.83209866,0.48611491,2.01701628
722,2016,8,1,20.335,20.648000000000003,20.3,20.451,23267,1.00550666,64.99005412,0.47297083,1.00550666
723,2016,7,29,20.12,20.413,19.967,20.339000000000002,31747,1.0082788,63.78801513,0.467031,29.2400852
725,2016,7,27,19.589000000000002,20.41,19.526,20.362000000000002,28310,1.03676171,65.430717,0.47052174,27.99256617
726,2016,7,26,19.54,19.746,19.44,19.64,20194,1.00403865,56.98128394,0.45257979,26.1050049
729,2016,7,21,19.408,19.882,19.226,19.792,31117,1.01973311,59.82133045,0.61081462,21.41439531
735,2016,7,13,20.17,20.485,19.905,20.362000000000002,35222,1.00956914,73.93329593,0.88007256,13.12439882
737,2016,7,11,20.285999999999998,20.679000000000002,20.107,20.287,44321,1.0000986,74.82113192,0.87457268,11.0010846
738,2016,7,8,19.667,20.326,19.320999999999998,20.285,42484,1.03016607,74.80856892,0.8497863,8.24132856
740,2016,7,6,19.873,20.511999999999997,19.865,20.096,49335,1.00772239,78.74370255,0.7988532,6.0463343400000005
742,2016,7,4,19.761,21.142,19.683,20.325,76308,1.02859312,86.07858286,0.66275097,4.11437248
743,2016,7,1,18.663,19.896,18.663,19.76,36768,1.05572474,83.72741222,0.5194936,1.05572474
744,2016,6,30,18.262,18.813,18.195,18.717,22483,1.02301049,77.09691996,0.3866161,30.690314700000002
745,2016,6,29,17.742,18.485,17.742,18.296,25377,1.02936874,72.9686287,0.31758895,29.85169346
746,2016,6,28,17.69,17.845,17.53,17.774,20064,1.0018601,65.88973774,0.26773119,28.0520828
747,2016,6,27,17.761,17.927,17.637,17.741,25825,1.00005637,65.35717697,0.25334937,27.00152199
748,2016,6,24,17.421,18.327,17.134,17.74,61881,1.02584861,65.34195083,0.23466785,24.62036664
749,2016,6,23,17.224,17.486,17.212,17.293,23348,1.00191194,57.60839927,0.20751191,23.04397462
752,2016,6,20,17.471,17.648,17.297,17.496,24311,1.0001715,63.0352537,0.23289913,20.00343
753,2016,6,17,17.191,17.507,16.893,17.493,21641,1.01762653,62.98893388,0.21727871,17.29965101
755,2016,6,15,17.375999999999998,17.665,17.346,17.524,25220,1.00747384,67.22339408,0.19341714,15.112107600000002
757,2016,6,13,17.343,17.462,17.107,17.45,24864,1.00657591,66.85843652,0.11747179,13.08548683
758,2016,6,10,17.312,17.375999999999998,17.158,17.336,18686,1.0030666,65.22859894,0.06186583,10.030666
759,2016,6,9,17.024,17.335,16.947,17.283,23796,1.01443916,64.47437662,0.00159981,9.12995244
760,2016,6,8,16.347,17.1,16.347,17.037,23131,1.0390949,60.81068032,-0.06994846,8.3127592
762,2016,6,6,16.421,16.537,16.359,16.477999999999998,18949,1.00383795,49.74530209,-0.1512648,6.0230277
763,2016,6,3,15.974,16.974,15.959000000000001,16.415,17287,1.02645073,48.22649761,-0.17791138,3.0793521900000003
764,2016,6,2,15.939,16.053,15.919,15.992,17729,1.0020678,36.20607765,-0.20291975,2.0041356
766,2016,5,31,15.992,16.162,15.959000000000001,15.998,20857,1.00031264,35.78659237,-0.16471458,31.00969184
769,2016,5,26,16.285999999999998,16.562,16.238,16.322,23307,1.00024513,41.2861271,-0.06800602,26.00637338
770,2016,5,25,16.183,16.363,16.167,16.317999999999998,19312,1.00591789,41.18650531,-0.04072392,25.14794725
773,2016,5,20,16.451,16.657,16.42,16.526,21532,1.0023655,43.76101531,0.10456071,20.04731
776,2016,5,17,17.125999999999998,17.349,17.047,17.248,26189,1.00577293,57.70982053,0.26831374,17.09813981
777,2016,5,16,17.113,17.395,17.053,17.149,27301,1.00216223,55.95332555,0.28318847,16.03459568
778,2016,5,13,16.936,17.179000000000002,16.834,17.112000000000002,28641,1.00747719,55.30914457,0.30813493,13.097203469999998
780,2016,5,11,17.099,17.581,17.088,17.42,26747,1.01740451,62.90633293,0.38698536,11.19144961
781,2016,5,10,17.017,17.160999999999998,16.902,17.122,26207,1.00575658,57.98486202,0.39797923,10.057565799999999
783,2016,5,6,17.337,17.599,17.23,17.477,31839,1.00813336,68.65402582,0.48944134,6.04880016
788,2016,4,29,17.542,17.965999999999998,17.542,17.842,34117,1.01600137,82.31799221,0.55912764,29.464039729999996
789,2016,4,28,17.22,17.644000000000002,17.148,17.561,30677,1.01838321,79.98880819,0.51614025,28.514729880000004
790,2016,4,27,17.154,17.427,17.064,17.244,37127,1.00448535,76.78549065,0.48237612,27.121104449999997
791,2016,4,26,16.971,17.172,16.834,17.167,29200,1.00958598,75.91592206,0.46454081,26.24923548
792,2016,4,25,16.967,17.128,16.796,17.004,28060,1.00223977,74.00165642,0.44285949,25.05599425
794,2016,4,21,16.952,17.701,16.748,17.005,57481,1.00247598,74.79441306,0.40066341,21.05199558
795,2016,4,20,16.926,17.236,16.840999999999998,16.963,34199,1.00147597,74.35934858,0.35936705,20.029519399999998
796,2016,4,19,16.18,17.085,16.168,16.938,31762,1.04394453,74.11237239,0.30570709,19.83494607
798,2016,4,15,16.158,16.377,16.093,16.237000000000002,19136,1.00495141,65.59844258,0.21464557,15.074271150000001
800,2016,4,13,16.172,16.323,15.997,16.218,21266,1.00166759,66.02381966,0.15016942,13.02167867
801,2016,4,12,15.878,16.214000000000002,15.789000000000001,16.191,25131,1.01663946,65.67100105,0.09869838,12.19967352
802,2016,4,11,15.363,15.972000000000001,15.363,15.925999999999998,22447,1.03671397,62.0824911,0.0343161,11.40385367
803,2016,4,8,15.206,15.386,15.133,15.362,16144,1.00860088,52.20966069,-0.02137643,8.06880704
804,2016,4,7,15.047,15.366,15.043,15.231,19284,1.01061642,49.3661814,-0.03472397,7.074314940000001
806,2016,4,5,14.875,15.220999999999998,14.875,15.140999999999998,18592,1.01447236,47.08639152,-0.0251501,5.0723618
809,2016,3,31,15.204,15.54,15.196,15.437999999999999,16196,1.01438991,52.46184599,0.04946036,31.44608721
811,2016,3,29,15.288,15.369000000000002,15.062999999999999,15.362,19031,1.00800525,50.67155395,0.06911224,29.232152250000002
812,2016,3,28,15.21,15.373,15.142999999999999,15.24,11219,1.00203827,47.81868736,0.07971727,28.057071559999997
813,2016,3,25,15.155,15.216,15.155,15.209000000000001,4,1.00131674,47.09677689,0.10451544,25.0329185
816,2016,3,22,15.833,16.01,15.769,15.882,21147,1.00290477,62.33241917,0.22524903,22.06390494
817,2016,3,21,15.807,15.9,15.700999999999999,15.835999999999999,18838,1.0019614,61.54164967,0.21547576,21.041189399999997
819,2016,3,17,15.579,16.044,15.545,15.912,35038,1.01856356,63.74963267,0.19078801,17.31558052
820,2016,3,16,15.262,15.657,15.199000000000002,15.622,26999,1.0222484,59.17003858,0.15955185,16.3559744
824,2016,3,10,15.315,15.642999999999999,15.155,15.607999999999999,38517,1.02039749,60.56534761,0.17269279,10.203974899999999
827,2016,3,7,15.523,15.802,15.463,15.64,30804,1.00760211,63.70322191,0.16431608,7.05321477
828,2016,3,4,15.225999999999999,15.798,15.125,15.522,53114,1.01937348,61.78355194,0.13454749,4.07749392
829,2016,3,3,14.911,15.32,14.852,15.227,22240,1.01791564,56.43478492,0.10660943,3.05374692
830,2016,3,2,14.783,15.025,14.763,14.959000000000001,21793,1.00842659,50.60253511,0.09943599,2.01685318
832,2016,2,29,14.707,14.919,14.620999999999999,14.905,26365,1.01325629,49.15794978,0.14845539,29.38443241
836,2016,2,23,15.139000000000001,15.315,15.139000000000001,15.3,29090,1.00790514,59.7261965,0.28276564,23.181818220000004
839,2016,2,18,15.242,15.555,15.205,15.4,28517,1.00752372,63.79875453,0.33609517,18.13542696
840,2016,2,17,15.182,15.389000000000001,15.165,15.285,33497,1.00394089,61.80340032,0.34146711,17.06699513
844,2016,2,11,15.222000000000001,15.950999999999999,15.222000000000001,15.754000000000001,65386,1.03135843,77.06212675,0.34177863,11.34494273
845,2016,2,10,15.205,15.305,15.085,15.275,37202,1.00196786,71.09103292,0.28660063,10.019678599999999
847,2016,2,8,15.01,15.46,14.892999999999999,15.314,36584,1.02127376,73.04470095,0.22707495,8.17019008
848,2016,2,5,14.863,15.055,14.657,14.995,35728,1.00867752,68.44670144,0.17373228,5.0433876
849,2016,2,4,14.634,14.925,14.634,14.866,35108,1.0126703,66.28730394,0.13560063,4.0506812
850,2016,2,3,14.308,14.805,14.274000000000001,14.68,31519,1.02621461,62.88670088,0.09809294,3.07864383
852,2016,2,1,14.263,14.422,14.205,14.35,16705,1.00617024,55.69127089,0.06617447,1.00617024
853,2016,1,29,14.229000000000001,14.312999999999999,14.165,14.262,22245,1.00049106,53.43960751,0.05864358,29.01424074
856,2016,1,26,14.224,14.565,14.215,14.505,22853,1.01896733,60.82270675,0.02817436,26.49315058
857,2016,1,25,14.029000000000002,14.309000000000001,14.025,14.235,20050,1.01425009,54.81969174,-0.00853555,25.35625225
860,2016,1,20,14.005999999999998,14.217,14.003,14.159,25320,1.00955437,52.94747809,-0.04164521,20.1910874
861,2016,1,19,13.955,14.19,13.89,14.025,26089,1.00465616,49.53590437,-0.06082857,19.088467039999998
862,2016,1,18,13.948,14.0,13.845,13.96,18351,1.00258546,47.83218372,-0.07078509,18.04653828
863,2016,1,15,13.804,14.142000000000001,13.785,13.924000000000001,28663,1.00548816,46.91039833,-0.07584546,15.0823224
865,2016,1,13,13.749,14.208,13.749,14.15,28736,1.02632915,51.8732637,-0.070827,13.34227895
869,2016,1,7,13.995999999999999,14.385,13.932,14.302,44177,1.0207694,55.35965681,-0.06985195,7.145385800000001
870,2016,1,6,13.969000000000001,14.154000000000002,13.889000000000001,14.011,25564,1.00221745,46.77488985,-0.10162502,6.013304700000001
871,2016,1,5,13.845,14.085,13.845,13.98,21416,1.00720461,45.74273973,-0.11107174,5.036023050000001
872,2016,1,4,13.888,14.196,13.818,13.88,32699,1.00267283,42.39673115,-0.11835724,4.01069132
876,2015,12,29,13.911,14.08,13.911,13.955,17004,1.00143524,43.52340541,-0.08255939,29.041621959999997
879,2015,12,24,14.298,14.415,14.28,14.38,13611,1.00475126,53.18519159,-0.07720971,24.114030239999998
880,2015,12,23,14.241,14.356,14.215,14.312000000000001,19789,1.00294324,51.67412634,-0.10535039,23.06769452
881,2015,12,22,14.22,14.401,14.22,14.27,27487,1.001755,50.76263945,-0.13281214,22.03861
882,2015,12,21,14.097000000000001,14.335999999999999,14.055,14.245,30865,1.01057037,50.24393162,-0.16165513,21.22197777
883,2015,12,18,13.698,14.22,13.698,14.095999999999998,25890,1.02740525,47.16340898,-0.19357248,18.493294499999998
885,2015,12,16,13.8,14.325,13.77,14.17,28845,1.02867514,47.07497703,-0.2039333,16.45880224
886,2015,12,15,13.675,13.835,13.67,13.775,23683,1.00694444,34.70585448,-0.23097,15.104166600000001
893,2015,12,4,14.085999999999999,14.625,14.054,14.55,36173,1.03118356,51.51563983,-0.22787999,4.12473424
894,2015,12,3,14.001,14.171,13.84,14.11,39440,1.00713776,35.23293508,-0.27588839,3.02141328
896,2015,12,1,14.064,14.255999999999998,14.06,14.196,22390,1.00795229,34.88900428,-0.28988327,1.00795229
899,2015,11,26,14.185,14.395,14.138,14.285,17273,1.00634026,33.69805572,-0.31497693,26.16484676
901,2015,11,24,14.130999999999998,14.315,14.069,14.198,29072,1.00381787,28.80007646,-0.34442107,24.091628880000002
904,2015,11,19,14.165999999999999,14.419,14.144,14.27,25682,1.00620505,28.27976885,-0.35247358,19.117895949999998
920,2015,10,28,15.878,16.365,15.729000000000001,15.94,49940,1.00333606,59.2704979,0.21065401,28.09340968
921,2015,10,27,15.849,15.96,15.785,15.887,25352,1.00265068,58.1043289,0.2169417,27.071568359999997
922,2015,10,26,15.855,15.99,15.779000000000002,15.845,28929,1.00063151,57.20263707,0.22720794,26.016419260000003
924,2015,10,22,15.705,15.925,15.66,15.855,31347,1.00922979,57.5086476,0.2567563,22.203055380000002
926,2015,10,20,15.845,15.982999999999999,15.754000000000001,15.915,28374,1.00448119,59.8219937,0.29940252,20.0896238
930,2015,10,14,15.948,16.205,15.802999999999999,16.133,34131,1.01369777,66.02949156,0.30754109,14.19176878
931,2015,10,13,15.845999999999998,16.0,15.639000000000001,15.915,29473,1.00492518,63.13808477,0.2804708,13.06402734
933,2015,10,9,15.702,16.025,15.61,15.842,32565,1.00904459,62.17303808,0.24716064,9.08140131
935,2015,10,7,15.91,16.125,15.84,16.06,28849,1.01108033,68.04032864,0.20002322,7.077562309999999
936,2015,10,6,15.64,16.1,15.585999999999999,15.884,31428,1.01495208,66.08074147,0.13302497,6.08971248
937,2015,10,5,15.267999999999999,15.73,15.123,15.65,37947,1.02629681,63.30286486,0.06349593,5.13148405
938,2015,10,2,14.559000000000001,15.32,14.4,15.249,39635,1.04840151,57.80387379,-0.00234654,2.09680302
939,2015,10,1,14.55,14.713,14.477,14.545,20963,1.00206683,44.16406636,-0.04552225,1.00206683
941,2015,9,29,14.637,14.74,14.5,14.640999999999998,28567,1.00280822,45.75252927,-0.00282485,29.081438379999998
944,2015,9,24,14.795,15.21,14.78,15.145,31621,1.0240027,56.13333851,0.03081379,24.5760648
945,2015,9,23,14.795,14.945,14.725,14.79,21189,1.0005412,48.88796269,0.00714359,23.0124476
947,2015,9,21,15.195,15.265,15.1,15.205,19172,1.0016469,58.70763768,0.02104011,21.0345849
948,2015,9,18,15.14,15.442,15.04,15.18,34879,1.00191407,58.23725986,-0.01203891,18.03445326
949,2015,9,17,14.945,15.286,14.799000000000001,15.151,39572,1.01616365,57.71845836,-0.05153921,17.27478205
950,2015,9,16,14.42,14.968,14.35,14.91,32256,1.03362218,53.2355207,-0.09825357,16.53795488
954,2015,9,10,14.615,14.88,14.57,14.69,25823,1.00458182,47.07348409,-0.11489722,10.045818200000001
956,2015,9,8,14.54,14.905999999999999,14.47,14.787,33262,1.01894983,48.78350239,-0.1263783,8.15159864
960,2015,9,2,14.6,14.84,14.45,14.720999999999998,29010,1.00725282,46.22701419,-0.14033865,2.01450564
962,2015,8,31,14.61,14.698,14.424000000000001,14.63,29697,1.00226074,44.25759375,-0.14399189,31.070082940000002
963,2015,8,28,14.535,14.7,14.389000000000001,14.597000000000001,43947,1.00773214,43.63285738,-0.13878369,28.216499920000004
964,2015,8,27,14.17,14.620999999999999,14.093,14.485,50078,1.02403676,41.56902898,-0.12675747,27.64899252
969,2015,8,20,15.323,15.594000000000001,15.29,15.562000000000001,29240,1.01606163,58.52839083,0.04474896,20.321232600000002
970,2015,8,19,14.915,15.36,14.849,15.315999999999999,31614,1.02840261,54.09584582,0.01132239,19.539649590000003
